-80.50	25.62	0.63	0.56	0.49	0.39	0.38	0.39	0.37	0.45	0.67	0.58	0.66	0.64
-100.01	28.06	0.31	0.36	0.36	0.38	0.26	0.26	0.28	0.30	0.30	0.29	0.34	0.27
-99.61	28.08	0.30	0.35	0.34	0.39	0.26	0.27	0.31	0.34	0.32	0.29	0.33	0.28
-99.21	28.09	0.30	0.38	0.36	0.41	0.33	0.31	0.37	0.39	0.31	0.28	0.35	0.27
-98.81	28.10	0.29	0.39	0.37	0.42	0.36	0.37	0.46	0.47	0.33	0.29	0.35	0.27
-98.41	28.11	0.30	0.42	0.41	0.48	0.41	0.43	0.49	0.55	0.38	0.31	0.39	0.29
-98.01	28.12	0.31	0.43	0.42	0.49	0.47	0.48	0.53	0.65	0.41	0.31	0.37	0.28
-97.60	28.13	0.31	0.43	0.40	0.49	0.47	0.53	0.62	0.66	0.36	0.30	0.37	0.29
-97.20	28.13	0.37	0.47	0.44	0.53	0.49	0.56	0.58	0.54	0.36	0.35	0.43	0.36
-81.51	26.24	0.65	0.55	0.53	0.44	0.45	0.45	0.48	0.47	0.76	0.62	0.57	0.60
-81.13	26.15	0.65	0.57	0.49	0.42	0.46	0.43	0.42	0.48	0.71	0.64	0.63	0.63
-80.76	26.05	0.62	0.57	0.48	0.43	0.40	0.39	0.43	0.50	0.71	0.57	0.63	0.60
-80.39	25.96	0.65	0.55	0.45	0.40	0.38	0.38	0.36	0.49	0.72	0.61	0.62	0.61
-100.03	28.41	0.30	0.36	0.37	0.38	0.26	0.28	0.25	0.29	0.32	0.26	0.33	0.27
-99.63	28.43	0.30	0.35	0.37	0.40	0.28	0.29	0.31	0.34	0.28	0.27	0.32	0.27
-99.23	28.45	0.30	0.38	0.37	0.44	0.34	0.35	0.33	0.39	0.30	0.28	0.35	0.27
-98.82	28.46	0.29	0.40	0.37	0.44	0.37	0.40	0.43	0.45	0.28	0.28	0.36	0.28
-98.42	28.47	0.31	0.40	0.40	0.45	0.40	0.42	0.46	0.54	0.32	0.30	0.36	0.28
-98.01	28.48	0.31	0.43	0.42	0.50	0.44	0.52	0.56	0.61	0.37	0.33	0.35	0.29
-97.61	28.48	0.34	0.43	0.41	0.49	0.44	0.52	0.58	0.67	0.37	0.32	0.38	0.30
-97.20	28.48	0.36	0.44	0.41	0.52	0.46	0.53	0.59	0.64	0.34	0.31	0.41	0.35
-96.80	28.48	0.37	0.48	0.46	0.50	0.47	0.57	0.58	0.59	0.39	0.34	0.45	0.40
-81.78	26.67	0.65	0.54	0.50	0.45	0.49	0.45	0.45	0.52	0.73	0.57	0.63	0.54
-81.40	26.58	0.66	0.50	0.49	0.45	0.45	0.47	0.45	0.53	0.68	0.55	0.60	0.55
-81.03	26.48	0.63	0.50	0.48	0.46	0.39	0.45	0.42	0.56	0.77	0.58	0.56	0.59
-80.65	26.39	0.64	0.53	0.50	0.44	0.41	0.42	0.38	0.45	0.73	0.56	0.63	0.61
-80.28	26.29	0.63	0.59	0.56	0.47	0.39	0.38	0.35	0.47	0.70	0.65	0.67	0.67
-100.46	28.75	0.28	0.35	0.34	0.36	0.25	0.24	0.21	0.22	0.26	0.24	0.32	0.28
-100.06	28.77	0.29	0.37	0.36	0.37	0.28	0.29	0.25	0.30	0.30	0.26	0.35	0.28
-99.65	28.79	0.30	0.34	0.36	0.38	0.30	0.31	0.27	0.34	0.30	0.25	0.31	0.27
-99.24	28.80	0.29	0.37	0.35	0.42	0.31	0.38	0.35	0.35	0.29	0.25	0.33	0.28
-98.83	28.82	0.29	0.37	0.37	0.43	0.36	0.43	0.42	0.45	0.30	0.27	0.34	0.28
-98.43	28.83	0.31	0.40	0.39	0.44	0.39	0.42	0.48	0.51	0.32	0.29	0.36	0.29
-98.02	28.83	0.33	0.40	0.42	0.46	0.45	0.51	0.55	0.53	0.36	0.32	0.38	0.31
-97.61	28.84	0.33	0.43	0.41	0.49	0.43	0.49	0.55	0.60	0.37	0.33	0.40	0.32
-97.20	28.84	0.35	0.46	0.42	0.50	0.46	0.53	0.57	0.56	0.32	0.33	0.42	0.34
-96.80	28.84	0.37	0.44	0.43	0.51	0.44	0.53	0.60	0.63	0.35	0.31	0.42	0.37
-96.39	28.84	0.36	0.47	0.44	0.52	0.47	0.56	0.62	0.47	0.33	0.31	0.47	0.40
-95.98	28.83	0.41	0.50	0.46	0.52	0.48	0.52	0.58	0.49	0.35	0.34	0.50	0.48
-82.44	27.19	0.57	0.48	0.45	0.40	0.36	0.38	0.38	0.45	0.57	0.53	0.51	0.52
-82.06	27.10	0.55	0.50	0.48	0.43	0.42	0.41	0.50	0.48	0.74	0.54	0.59	0.53
-81.68	27.01	0.56	0.47	0.45	0.47	0.47	0.47	0.47	0.47	0.69	0.52	0.56	0.53
-81.30	26.92	0.62	0.47	0.47	0.46	0.46	0.47	0.48	0.49	0.72	0.51	0.55	0.51
-80.92	26.82	0.61	0.48	0.47	0.44	0.44	0.46	0.44	0.57	0.72	0.48	0.58	0.56
-80.54	26.72	0.65	0.53	0.48	0.44	0.37	0.44	0.39	0.51	0.75	0.59	0.62	0.60
-80.17	26.62	0.65	0.54	0.56	0.48	0.39	0.39	0.29	0.44	0.72	0.67	0.64	0.69
-100.49	29.11	0.31	0.35	0.35	0.36	0.30	0.24	0.23	0.21	0.26	0.25	0.34	0.28
-100.08	29.13	0.31	0.36	0.35	0.37	0.33	0.28	0.24	0.27	0.29	0.25	0.35	0.28
-99.67	29.15	0.31	0.36	0.34	0.37	0.33	0.32	0.28	0.33	0.30	0.24	0.32	0.28
-99.26	29.16	0.30	0.36	0.36	0.39	0.33	0.38	0.33	0.37	0.29	0.24	0.31	0.27
-98.85	29.17	0.29	0.37	0.37	0.41	0.36	0.39	0.37	0.41	0.31	0.27	0.34	0.28
-98.44	29.18	0.30	0.37	0.39	0.40	0.39	0.47	0.43	0.50	0.31	0.26	0.35	0.28
-98.03	29.19	0.32	0.38	0.38	0.42	0.44	0.53	0.46	0.54	0.34	0.26	0.36	0.30
-97.62	29.20	0.34	0.43	0.44	0.48	0.46	0.54	0.50	0.57	0.35	0.29	0.41	0.32
-97.21	29.20	0.34	0.46	0.43	0.50	0.46	0.57	0.50	0.54	0.35	0.31	0.43	0.35
-96.79	29.20	0.35	0.42	0.44	0.53	0.45	0.55	0.56	0.61	0.38	0.29	0.42	0.35
-96.38	29.20	0.37	0.44	0.44	0.49	0.47	0.54	0.59	0.56	0.36	0.28	0.46	0.39
-95.97	29.19	0.38	0.47	0.44	0.51	0.48	0.52	0.60	0.51	0.32	0.30	0.48	0.42
-95.56	29.18	0.38	0.50	0.47	0.52	0.50	0.50	0.60	0.46	0.34	0.30	0.45	0.44
-82.34	27.53	0.56	0.51	0.48	0.44	0.43	0.41	0.43	0.51	0.62	0.51	0.58	0.58
-81.95	27.44	0.58	0.49	0.49	0.46	0.49	0.46	0.47	0.48	0.64	0.52	0.53	0.54
-81.57	27.35	0.58	0.49	0.44	0.50	0.44	0.50	0.47	0.46	0.67	0.55	0.56	0.53
-81.19	27.25	0.60	0.46	0.48	0.46	0.45	0.45	0.46	0.48	0.74	0.52	0.60	0.55
-80.81	27.16	0.60	0.50	0.47	0.45	0.42	0.48	0.41	0.52	0.73	0.54	0.60	0.54
-80.43	27.06	0.63	0.57	0.51	0.41	0.40	0.39	0.39	0.47	0.70	0.58	0.60	0.59
-103.39	29.25	0.18	0.24	0.24	0.29	0.27	0.14	0.06	0.06	0.14	0.16	0.18	0.17
-102.98	29.29	0.16	0.21	0.22	0.26	0.22	0.15	0.13	0.11	0.14	0.13	0.17	0.17
-100.92	29.44	0.27	0.33	0.33	0.36	0.31	0.22	0.18	0.19	0.26	0.24	0.29	0.24
-100.51	29.46	0.28	0.35	0.33	0.39	0.26	0.26	0.18	0.20	0.27	0.24	0.33	0.25
-100.10	29.49	0.30	0.37	0.37	0.41	0.34	0.29	0.22	0.23	0.27	0.27	0.36	0.28
-99.69	29.50	0.31	0.38	0.36	0.41	0.36	0.34	0.26	0.29	0.29	0.25	0.35	0.28
-99.27	29.52	0.30	0.39	0.39	0.41	0.35	0.40	0.30	0.32	0.27	0.24	0.34	0.29
-98.86	29.53	0.30	0.38	0.38	0.41	0.40	0.40	0.34	0.37	0.29	0.24	0.34	0.28
-98.45	29.54	0.31	0.39	0.38	0.40	0.38	0.41	0.39	0.40	0.31	0.25	0.33	0.29
-98.03	29.55	0.32	0.36	0.38	0.42	0.38	0.45	0.40	0.45	0.31	0.24	0.35	0.29
-97.62	29.56	0.33	0.40	0.41	0.44	0.44	0.50	0.41	0.45	0.32	0.27	0.39	0.32
-97.21	29.56	0.34	0.46	0.41	0.51	0.42	0.55	0.42	0.46	0.35	0.28	0.42	0.35
-96.79	29.56	0.34	0.43	0.41	0.50	0.47	0.55	0.46	0.49	0.34	0.28	0.43	0.35
-96.38	29.56	0.36	0.43	0.45	0.53	0.47	0.53	0.48	0.48	0.33	0.31	0.42	0.36
-95.97	29.55	0.37	0.46	0.43	0.54	0.46	0.54	0.49	0.47	0.35	0.29	0.43	0.40
-95.55	29.54	0.38	0.47	0.43	0.52	0.50	0.54	0.51	0.49	0.35	0.30	0.43	0.42
-95.14	29.53	0.39	0.50	0.46	0.49	0.49	0.50	0.56	0.47	0.32	0.28	0.47	0.46
-91.02	29.29	0.47	0.52	0.56	0.54	0.51	0.46	0.44	0.41	0.38	0.32	0.51	0.56
-90.61	29.25	0.51	0.58	0.59	0.55	0.50	0.46	0.43	0.40	0.40	0.34	0.54	0.58
-90.21	29.21	0.52	0.58	0.58	0.54	0.52	0.44	0.41	0.38	0.41	0.34	0.54	0.58
-82.24	27.87	0.55	0.51	0.47	0.45	0.45	0.42	0.39	0.50	0.63	0.50	0.56	0.55
-81.85	27.78	0.56	0.49	0.47	0.48	0.46	0.47	0.48	0.52	0.64	0.49	0.58	0.52
-81.47	27.69	0.57	0.51	0.47	0.51	0.48	0.48	0.48	0.47	0.69	0.52	0.56	0.53
-81.08	27.59	0.58	0.50	0.46	0.49	0.44	0.46	0.47	0.45	0.71	0.50	0.61	0.53
-80.70	27.49	0.61	0.53	0.48	0.47	0.43	0.42	0.40	0.45	0.71	0.53	0.59	0.58
-80.32	27.39	0.61	0.57	0.52	0.42	0.38	0.35	0.36	0.42	0.75	0.57	0.56	0.62
-104.25	29.52	0.16	0.19	0.18	0.23	0.24	0.13	0.07	0.08	0.12	0.12	0.16	0.15
-103.84	29.56	0.16	0.20	0.18	0.24	0.25	0.20	0.07	0.08	0.13	0.13	0.15	0.15
-103.43	29.61	0.16	0.21	0.21	0.28	0.27	0.22	0.08	0.07	0.14	0.16	0.17	0.15
-103.02	29.64	0.17	0.22	0.23	0.27	0.24	0.16	0.07	0.06	0.13	0.16	0.18	0.17
-101.37	29.77	0.23	0.30	0.29	0.33	0.26	0.22	0.16	0.17	0.22	0.20	0.26	0.19
-100.95	29.80	0.25	0.31	0.31	0.32	0.25	0.25	0.16	0.17	0.25	0.22	0.30	0.22
-100.54	29.82	0.28	0.34	0.33	0.37	0.30	0.24	0.14	0.17	0.29	0.25	0.32	0.23
-100.12	29.85	0.31	0.38	0.39	0.42	0.36	0.28	0.17	0.22	0.27	0.26	0.35	0.26
-99.71	29.86	0.31	0.38	0.39	0.43	0.34	0.33	0.18	0.22	0.26	0.24	0.35	0.27
-99.29	29.88	0.29	0.39	0.37	0.44	0.37	0.36	0.20	0.26	0.26	0.24	0.35	0.27
-98.87	29.89	0.29	0.39	0.36	0.43	0.40	0.40	0.26	0.27	0.27	0.23	0.33	0.28
-98.46	29.90	0.30	0.39	0.37	0.44	0.40	0.38	0.29	0.27	0.29	0.23	0.34	0.28
-98.04	29.91	0.32	0.38	0.40	0.43	0.40	0.42	0.33	0.29	0.31	0.24	0.34	0.30
-97.63	29.92	0.33	0.40	0.42	0.45	0.41	0.46	0.36	0.37	0.30	0.27	0.38	0.32
-97.21	29.92	0.35	0.43	0.41	0.48	0.42	0.47	0.36	0.39	0.31	0.29	0.38	0.34
-96.79	29.92	0.34	0.41	0.41	0.50	0.45	0.52	0.40	0.42	0.32	0.26	0.39	0.34
-96.37	29.92	0.36	0.42	0.42	0.52	0.47	0.53	0.43	0.44	0.35	0.28	0.41	0.36
-95.96	29.91	0.37	0.46	0.43	0.53	0.49	0.48	0.43	0.41	0.36	0.27	0.42	0.37
-95.54	29.90	0.37	0.47	0.43	0.53	0.46	0.52	0.42	0.44	0.34	0.26	0.44	0.40
-95.13	29.89	0.39	0.47	0.45	0.53	0.47	0.50	0.46	0.46	0.34	0.26	0.45	0.43
-94.71	29.88	0.39	0.50	0.45	0.51	0.52	0.49	0.52	0.47	0.34	0.27	0.49	0.45
-94.29	29.86	0.40	0.49	0.48	0.49	0.49	0.50	0.49	0.42	0.36	0.26	0.52	0.45
-93.88	29.85	0.40	0.50	0.50	0.52	0.50	0.50	0.45	0.40	0.39	0.28	0.52	0.47
-93.46	29.82	0.43	0.46	0.46	0.48	0.49	0.50	0.44	0.40	0.39	0.27	0.51	0.49
-93.05	29.80	0.43	0.47	0.48	0.46	0.51	0.47	0.45	0.41	0.37	0.26	0.50	0.50
-92.63	29.77	0.45	0.46	0.50	0.49	0.49	0.43	0.45	0.42	0.37	0.26	0.50	0.50
-92.22	29.75	0.45	0.49	0.54	0.51	0.54	0.43	0.41	0.43	0.35	0.27	0.52	0.50
-91.39	29.68	0.47	0.54	0.52	0.51	0.50	0.41	0.37	0.38	0.38	0.31	0.52	0.53
-90.98	29.64	0.46	0.51	0.53	0.53	0.50	0.45	0.36	0.37	0.37	0.34	0.49	0.53
-90.57	29.61	0.49	0.52	0.54	0.56	0.53	0.50	0.38	0.36	0.38	0.36	0.51	0.55
-90.16	29.56	0.50	0.51	0.54	0.52	0.50	0.48	0.36	0.35	0.41	0.33	0.53	0.56
-89.75	29.52	0.55	0.53	0.54	0.52	0.46	0.42	0.33	0.33	0.40	0.34	0.54	0.57
-82.52	28.30	0.56	0.51	0.44	0.40	0.39	0.35	0.33	0.37	0.55	0.45	0.54	0.56
-82.13	28.21	0.55	0.52	0.46	0.46	0.45	0.40	0.38	0.44	0.64	0.50	0.58	0.58
-81.74	28.12	0.55	0.49	0.47	0.48	0.45	0.45	0.42	0.49	0.60	0.50	0.60	0.52
-81.36	28.03	0.57	0.52	0.46	0.48	0.47	0.46	0.43	0.43	0.68	0.50	0.56	0.52
-80.97	27.93	0.62	0.52	0.49	0.47	0.43	0.40	0.40	0.41	0.73	0.51	0.61	0.54
-80.59	27.83	0.61	0.53	0.52	0.42	0.38	0.34	0.32	0.39	0.70	0.56	0.60	0.57
-104.31	29.88	0.17	0.19	0.19	0.23	0.24	0.21	0.12	0.13	0.18	0.13	0.15	0.16
-103.89	29.92	0.17	0.21	0.21	0.27	0.29	0.29	0.13	0.14	0.18	0.16	0.18	0.15
-103.48	29.96	0.18	0.23	0.24	0.30	0.30	0.30	0.12	0.14	0.19	0.19	0.18	0.17
-103.06	30.00	0.19	0.24	0.22	0.30	0.31	0.28	0.12	0.11	0.19	0.19	0.19	0.16
-102.65	30.04	0.20	0.26	0.23	0.29	0.31	0.26	0.12	0.09	0.18	0.17	0.18	0.17
-102.23	30.07	0.21	0.27	0.25	0.30	0.27	0.19	0.09	0.08	0.16	0.18	0.21	0.19
-101.82	30.11	0.24	0.29	0.29	0.30	0.29	0.21	0.12	0.11	0.18	0.20	0.24	0.20
-101.40	30.13	0.26	0.33	0.31	0.34	0.32	0.28	0.16	0.20	0.23	0.22	0.29	0.23
-100.98	30.16	0.27	0.35	0.33	0.38	0.33	0.26	0.14	0.17	0.25	0.23	0.31	0.22
-100.56	30.19	0.29	0.36	0.38	0.38	0.32	0.24	0.15	0.17	0.27	0.23	0.31	0.23
-100.14	30.21	0.29	0.37	0.40	0.41	0.35	0.25	0.15	0.17	0.25	0.25	0.32	0.24
-99.73	30.22	0.29	0.37	0.37	0.40	0.36	0.26	0.15	0.18	0.23	0.24	0.32	0.25
-99.31	30.24	0.28	0.38	0.37	0.41	0.37	0.31	0.18	0.21	0.24	0.21	0.31	0.25
-98.89	30.25	0.27	0.35	0.35	0.41	0.38	0.34	0.21	0.23	0.26	0.22	0.30	0.25
-98.47	30.26	0.29	0.37	0.37	0.42	0.40	0.35	0.25	0.23	0.27	0.22	0.31	0.27
-98.05	30.27	0.30	0.37	0.38	0.45	0.40	0.38	0.25	0.24	0.27	0.24	0.32	0.28
-97.63	30.28	0.31	0.41	0.40	0.47	0.40	0.40	0.28	0.25	0.28	0.24	0.34	0.30
-97.21	30.28	0.33	0.43	0.39	0.47	0.43	0.45	0.32	0.30	0.29	0.26	0.36	0.32
-96.79	30.28	0.34	0.41	0.40	0.48	0.44	0.47	0.34	0.36	0.30	0.25	0.38	0.33
-96.37	30.28	0.35	0.43	0.41	0.48	0.45	0.48	0.37	0.38	0.34	0.24	0.39	0.35
-95.95	30.27	0.35	0.44	0.41	0.52	0.49	0.50	0.37	0.36	0.35	0.26	0.41	0.35
-95.53	30.26	0.38	0.44	0.43	0.53	0.49	0.50	0.35	0.38	0.36	0.24	0.41	0.37
-95.11	30.25	0.38	0.46	0.43	0.52	0.47	0.50	0.37	0.42	0.35	0.25	0.45	0.41
-94.69	30.24	0.38	0.46	0.45	0.52	0.48	0.46	0.39	0.41	0.33	0.25	0.46	0.42
-94.27	30.22	0.37	0.45	0.44	0.51	0.47	0.41	0.38	0.40	0.34	0.25	0.46	0.43
-93.86	30.21	0.39	0.48	0.46	0.51	0.51	0.40	0.40	0.39	0.34	0.25	0.49	0.43
-93.44	30.19	0.39	0.47	0.48	0.51	0.52	0.44	0.44	0.41	0.37	0.26	0.49	0.44
-93.02	30.16	0.39	0.47	0.50	0.49	0.52	0.46	0.42	0.40	0.37	0.25	0.48	0.47
-92.60	30.13	0.39	0.45	0.49	0.46	0.52	0.45	0.39	0.41	0.34	0.25	0.47	0.47
-92.18	30.11	0.42	0.45	0.49	0.48	0.52	0.40	0.32	0.38	0.33	0.25	0.48	0.49
-91.77	30.07	0.42	0.46	0.49	0.46	0.49	0.39	0.25	0.28	0.33	0.26	0.48	0.50
-91.35	30.04	0.45	0.49	0.51	0.50	0.48	0.38	0.25	0.29	0.35	0.28	0.48	0.52
-90.94	30.00	0.48	0.49	0.52	0.50	0.47	0.36	0.25	0.28	0.36	0.30	0.48	0.51
-90.52	29.96	0.48	0.51	0.52	0.51	0.48	0.38	0.28	0.28	0.37	0.31	0.49	0.51
-90.11	29.92	0.47	0.48	0.54	0.52	0.47	0.35	0.27	0.27	0.40	0.31	0.48	0.52
-89.69	29.88	0.47	0.49	0.52	0.48	0.46	0.35	0.25	0.27	0.39	0.33	0.51	0.53
-82.42	28.65	0.56	0.50	0.44	0.40	0.40	0.33	0.33	0.38	0.55	0.48	0.52	0.52
-82.03	28.56	0.56	0.49	0.46	0.46	0.42	0.39	0.38	0.46	0.64	0.50	0.60	0.53
-81.64	28.46	0.55	0.51	0.48	0.48	0.41	0.41	0.41	0.45	0.63	0.49	0.60	0.53
-81.25	28.37	0.60	0.49	0.49	0.48	0.42	0.41	0.40	0.39	0.78	0.47	0.60	0.52
-80.86	28.27	0.62	0.54	0.54	0.46	0.42	0.37	0.32	0.38	0.76	0.49	0.61	0.57
-104.36	30.24	0.16	0.21	0.20	0.26	0.30	0.33	0.22	0.25	0.22	0.16	0.17	0.16
-103.94	30.28	0.18	0.22	0.23	0.30	0.31	0.34	0.19	0.21	0.21	0.18	0.19	0.17
-103.53	30.32	0.19	0.25	0.26	0.30	0.34	0.35	0.16	0.17	0.23	0.20	0.17	0.17
-103.11	30.36	0.20	0.25	0.26	0.33	0.37	0.35	0.14	0.16	0.21	0.19	0.17	0.17
-102.69	30.40	0.22	0.29	0.27	0.34	0.38	0.34	0.14	0.14	0.20	0.20	0.19	0.19
-102.27	30.43	0.24	0.30	0.28	0.33	0.40	0.33	0.14	0.15	0.20	0.20	0.23	0.22
-101.85	30.47	0.26	0.34	0.31	0.37	0.39	0.29	0.16	0.17	0.22	0.23	0.27	0.24
-101.43	30.50	0.28	0.36	0.34	0.39	0.38	0.30	0.16	0.18	0.24	0.23	0.29	0.24
-101.01	30.52	0.29	0.38	0.34	0.40	0.36	0.26	0.14	0.17	0.24	0.24	0.31	0.23
-100.59	30.55	0.28	0.36	0.34	0.38	0.32	0.23	0.12	0.16	0.24	0.22	0.31	0.23
-100.17	30.57	0.27	0.35	0.35	0.38	0.33	0.21	0.13	0.13	0.24	0.21	0.28	0.23
-99.75	30.59	0.25	0.33	0.34	0.39	0.35	0.22	0.13	0.13	0.22	0.21	0.28	0.23
-99.32	30.60	0.26	0.34	0.34	0.40	0.37	0.24	0.15	0.15	0.21	0.21	0.29	0.25
-98.90	30.62	0.26	0.35	0.35	0.39	0.36	0.31	0.18	0.19	0.21	0.20	0.30	0.25
-98.48	30.63	0.26	0.34	0.37	0.42	0.36	0.32	0.19	0.20	0.22	0.21	0.30	0.26
-98.06	30.64	0.28	0.36	0.35	0.44	0.38	0.33	0.19	0.20	0.24	0.22	0.32	0.27
-97.63	30.64	0.28	0.39	0.36	0.44	0.41	0.33	0.21	0.20	0.23	0.22	0.32	0.28
-97.21	30.64	0.31	0.42	0.40	0.46	0.41	0.37	0.25	0.23	0.27	0.23	0.34	0.30
-96.79	30.64	0.31	0.41	0.40	0.47	0.42	0.43	0.27	0.27	0.27	0.22	0.38	0.31
-96.37	30.64	0.32	0.42	0.40	0.49	0.42	0.45	0.28	0.32	0.30	0.23	0.41	0.33
-95.94	30.64	0.35	0.44	0.41	0.48	0.45	0.44	0.29	0.33	0.32	0.24	0.39	0.33
-95.52	30.63	0.35	0.44	0.41	0.48	0.48	0.43	0.30	0.32	0.33	0.23	0.40	0.34
-95.10	30.62	0.35	0.45	0.41	0.51	0.46	0.43	0.28	0.33	0.31	0.24	0.42	0.37
-94.68	30.60	0.37	0.46	0.43	0.51	0.44	0.42	0.28	0.30	0.31	0.23	0.44	0.40
-94.25	30.59	0.36	0.45	0.42	0.49	0.47	0.38	0.24	0.30	0.32	0.23	0.45	0.42
-93.83	30.57	0.38	0.42	0.44	0.50	0.48	0.38	0.25	0.31	0.33	0.24	0.47	0.44
-93.41	30.55	0.37	0.43	0.45	0.48	0.47	0.40	0.26	0.30	0.33	0.23	0.46	0.43
-92.99	30.52	0.38	0.44	0.47	0.47	0.49	0.39	0.25	0.29	0.32	0.25	0.46	0.44
-92.57	30.50	0.38	0.45	0.48	0.46	0.49	0.41	0.28	0.29	0.31	0.24	0.45	0.45
-92.15	30.47	0.40	0.45	0.51	0.45	0.50	0.36	0.25	0.28	0.31	0.25	0.45	0.47
-91.73	30.43	0.41	0.47	0.51	0.46	0.46	0.31	0.19	0.22	0.30	0.24	0.46	0.47
-91.31	30.40	0.44	0.47	0.52	0.47	0.46	0.32	0.20	0.22	0.30	0.25	0.47	0.47
-90.89	30.36	0.47	0.49	0.54	0.48	0.44	0.32	0.19	0.22	0.31	0.27	0.48	0.48
-90.47	30.32	0.48	0.48	0.51	0.49	0.43	0.30	0.21	0.22	0.34	0.27	0.47	0.49
-89.64	30.24	0.46	0.50	0.53	0.50	0.45	0.28	0.20	0.23	0.37	0.31	0.51	0.51
-82.72	29.08	0.51	0.49	0.48	0.41	0.34	0.31	0.26	0.32	0.52	0.45	0.55	0.53
-82.32	28.99	0.51	0.47	0.46	0.42	0.38	0.35	0.32	0.41	0.56	0.46	0.53	0.54
-81.92	28.90	0.52	0.47	0.46	0.44	0.40	0.37	0.37	0.42	0.57	0.48	0.59	0.52
-81.53	28.81	0.52	0.47	0.49	0.46	0.41	0.39	0.38	0.42	0.68	0.45	0.58	0.50
-81.14	28.71	0.57	0.50	0.50	0.46	0.44	0.39	0.39	0.39	0.67	0.46	0.59	0.53
-104.83	30.55	0.15	0.19	0.18	0.21	0.22	0.24	0.18	0.18	0.18	0.11	0.15	0.17
-104.41	30.60	0.15	0.20	0.19	0.24	0.25	0.34	0.27	0.26	0.22	0.15	0.16	0.16
-103.99	30.64	0.17	0.22	0.23	0.30	0.32	0.34	0.23	0.23	0.22	0.16	0.16	0.16
-103.57	30.68	0.18	0.22	0.22	0.32	0.36	0.33	0.16	0.16	0.19	0.17	0.17	0.17
